Text	Intents	States	Slots
please pull up restaurants	FIND_RESTAURANT	O	O O O O 	1
let ' s do chinese in morristown	O	INFORM	O O O O B-category O B-location 	0
let ' s go with sakoon	O	AFFIRM	O O O O O B-restaurant_name 	0
i need to set up a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O O 	1
a table for 5 at 7 pm at the cheese cake factory	O	INFORM	O O O B-num_people O B-time I-time O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
next monday , please	O	INFORM	B-date I-date O O 	0
yep	O	AFFIRM	O 	0
okay , 6.15 pm would work	O	AFFIRM	O O B-time I-time O O 	0
cool , thanks ! bye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
reserve a restaurant for tomorrow for 2 people	RESERVE_RESTAURANT	O	O O O O B-date O B-num_people O 	1
i don ' t care	O	INFORM	O O O O O 	0
cheese cake factory	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
neither	O	NEGATE	O 	0
thank you . bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i would like to make a reservation for wednesday at 7 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-date O B-time I-time 	1
the reservation is for 5 people at sakoon restaurant	O	INFORM	O O O O B-num_people O O B-restaurant_name O 	0
yes . it is correct	O	AFFIRM	O O O O O 	0
have a good day	O	GOOD_BYE	O O O O 	0
hello . please make a restaurant reservation for 8 pm on friday	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-time I-time O B-date 	1
yes , friday	O	AFFIRM	O O B-date 	0
il fornaio	O	INFORM	B-restaurant_name I-restaurant_name 	0
2	O	INFORM	B-num_people 	0
yes , 2 people for friday at 8 pm at il fornaio	O	AFFIRM	O O B-num_people O O B-date O B-time I-time O B-restaurant_name I-restaurant_name 	0
bye	O	GOOD_BYE	O 	0
i would like to find a restaurant	FIND_RESTAURANT	O	O O O O O O O 	1
moderately priced restaurants in morristown	O	INFORM	B-price_range I-price_range O O B-location 	0
amarin	O	AFFIRM	B-restaurant_name 	0
hello , i want to make a reservation for 6 pm at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time O O O 	1
sushi boat	O	INFORM	B-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
friday for 4 people	O	INFORM	B-date O B-num_people O 	0
okay , 7.15 pm will be okay	O	AFFIRM	O O B-time I-time O O O 	0
goodbye	O	GOOD_BYE	O 	0
i need a reservation for 7 pm	RESERVE_RESTAURANT	O	O O O O O B-time I-time 	1
i am not sure exactly what you would like	O	CANT_UNDERSTAND	O O O O O O O O O 	0
it is tomorrow for 2 at il fornaio	O	INFORM	O O B-date O B-num_people O B-restaurant_name I-restaurant_name 	0
yes , 2 people	O	AFFIRM	O O B-num_people O 	0
make it for 6.30 pm	O	AFFIRM	O O O B-time I-time 	0
thanks	O	THANK_YOU	O 	0
can you book me a table for wednesday at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
yes , please book it for wednesday at 7.30 pm	O	AFFIRM	O O O O O O B-date O B-time I-time 	0
2 people	O	INFORM	B-num_people O 	0
sushi boat	O	INFORM	B-restaurant_name I-restaurant_name 	0
yes , please	O	AFFIRM	O O O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hello . can you help me reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
it will be for 3 people at the amarin	O	INFORM	O O O O B-num_people O O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
tomorrow	O	INFORM	B-date 	0
5.30 pm	O	INFORM	B-time I-time 	0
that isn ' t a good time for me	O	NEGATE	O O O O O O O O O 	0
those times wouldn ' t work	O	NEGATE	O O O O O O 	0
okay , thanks anyway . bye	O	THANK_YOU+GOOD_BYE	O O O O O O 	0
hello , can you find me a restaurant in redmond that is serving breakfast	FIND_RESTAURANT	GREETING	O O O O O O O O O B-location O O O B-meal 	1
yes	O	AFFIRM	O 	0
how about ' los altos grill '	O	AFFIRM	O O O B-restaurant_name I-restaurant_name I-restaurant_name O 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
the time does not matter and for 2 people	O	INFORM	O O O O O O O B-num_people O 	0
yes , 2 people	O	AFFIRM	O O B-num_people O 	0
for evvia	O	INFORM	O B-restaurant_name 	0
wednesday	O	INFORM	B-date 	0
none of those	O	NEGATE	O O O 	0
none of those either	O	NEGATE	O O O O 	0
how about friday	O	INFORM	O O B-date 	0
none of those	O	NEGATE	O O O 	0
any more times	O	REQUEST_ALTS	O O O 	0
how about on next monday	O	INFORM	O O O B-date I-date 	0
none of those are good	O	NEGATE	O O O O O 	0
that works	O	AFFIRM	O O 	0
bye	O	GOOD_BYE	O 	0
reserve restaurant on friday for 5 people	RESERVE_RESTAURANT	O	O O O B-date O B-num_people O 	1
amber india	O	INFORM	B-restaurant_name I-restaurant_name 	0
who has more hair on average , blondes or brunettes	O	OTHER	O O O O O O O O O O 	0
" dont care "	O	INFORM	O O O O 	0
none of those	O	NEGATE	O O O 	0
other choices	O	REQUEST_ALTS	O O 	0
bye	O	GOOD_BYE	O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
7.15 pm	O	INFORM	B-time I-time 	0
sushi boat	O	INFORM	B-restaurant_name I-restaurant_name 	0
wednesday and for 4 people	O	INFORM	B-date O O B-num_people O 	0
no that won ' t work	O	NEGATE	O O O O O O 	0
thank you	O	THANK_YOU	O O 	0
hi , can you book me a restaurant reservation for 7.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-time I-time 	1
you got it	O	AFFIRM	O O O 	0
this friday . 6 of us would like to go to cheese cake factory	O	INFORM	O B-date O B-num_people O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
that ' s right	O	AFFIRM	O O O O 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
thanks anyway . bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
make a reservation for tonight	RESERVE_RESTAURANT	O	O O O O B-date 	1
yes	O	AFFIRM	O 	0
3 people for amber india	O	INFORM	B-num_people O O B-restaurant_name I-restaurant_name 	0
anytime	O	INFORM	O 	0
sure	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
hi . find me a restaurant	FIND_RESTAURANT	GREETING	O O O O O O 	1
morristown	O	INFORM	B-location 	0
find an expensive italian place	O	INFORM	O O B-price_range B-category O 	0
neither	O	NEGATE	O 	0
doesn ' t matter	O	INFORM	O O O O 	0
cascal is good	O	AFFIRM	B-restaurant_name O O 	0
hello . i would like to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
please repeat	O	CANT_UNDERSTAND	O O 	0
next monday at 8 pm	O	INFORM	B-date I-date O B-time I-time 	0
4 people at cascal	O	INFORM	B-num_people O O B-restaurant_name 	0
correct , next monday , 8 pm , cascal , 4 people	O	AFFIRM	O O B-date I-date O B-time I-time O B-restaurant_name O B-num_people O 	0
goodbye	O	GOOD_BYE	O 	0
hey , i need to reserve a restaurant for friday at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
i need reservations for 2 at sumiko	O	INFORM	O O O O B-num_people O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
ok . thanks	O	THANK_YOU	O O O 	0
hi , i want a reservation at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
2 people for tomorrow at 7 pm at amber india	O	INFORM	B-num_people O O B-date O B-time I-time O B-restaurant_name I-restaurant_name 	0
8 pm is good	O	AFFIRM	B-time I-time O O 	0
bye	O	GOOD_BYE	O 	0
can you make a restaurant reservation for me	RESERVE_RESTAURANT	O	O O O O O O O O 	1
cheese cake factory tomorrow for 4 people	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name B-date O B-num_people O 	0
yes	O	AFFIRM	O 	0
doesn ' t matter	O	INFORM	O O O O 	0
that won ' t work . other options	O	REQUEST_ALTS	O O O O O O O O 	0
thanks anyway . goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
can you reserve a restaurant at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
the date is for tonight , the restaurant name is pompei , and there are 6 people coming	O	INFORM	O O O O B-date O O O O O B-restaurant_name O O O O B-num_people O O 	0
alright make the reservation for 8.30 pm then	O	AFFIRM	O O O O O B-time I-time O 	0
thanks	O	THANK_YOU	O 	0
hi ! help me reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
tomorrow for 6 people	O	INFORM	B-date O B-num_people O 	0
i don ' t care what time , make the reservation for cascal restaurant	O	INFORM	O O O O O O O O O O O O B-restaurant_name O 	0
none of those	O	NEGATE	O O O 	0
that works	O	AFFIRM	O O 	0
thanks	O	THANK_YOU	O 	0
hi ! can you find me a restaurant in los altos	FIND_RESTAURANT	GREETING	O O O O O O O O O B-location I-location 	1
vietnamese and i ' m looking for a nice , expensive place	O	INFORM	B-category O O O O O O O O O B-price_range O 	0
i ' ll go with evvia	O	AFFIRM	O O O O O B-restaurant_name 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
it is for 5 people for 5.30 pm	O	INFORM	O O O B-num_people O O B-time I-time 	0
it is for tomorrow at amber india	O	INFORM	O O O B-date O B-restaurant_name I-restaurant_name 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
no	O	NEGATE	O 	0
no	O	NEGATE	O 	0
goodbye	O	GOOD_BYE	O 	0
hi , i ' d like to make a restaurant reservation for wednesday at 8 pm for 2 people	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-date O B-time I-time O B-num_people O 	1
i ' d like to go to amarin	O	INFORM	O O O O O O O B-restaurant_name 	0
no , those don ' t work	O	NEGATE	O O O O O O O 	0
please give me some other choices	O	REQUEST_ALTS	O O O O O O 	0
thanks	O	THANK_YOU	O 	0
hi . find a restaurant in middletown	FIND_RESTAURANT	GREETING	O O O O O O B-location 	1
zagat rated	O	INFORM	B-rating I-rating 	0
yes i want one that ' s zagat rated	O	AFFIRM	O O O O O O O B-rating I-rating 	0
los altos grill	O	AFFIRM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
hi i want to get a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O 	1
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
for next monday at evvia	O	INFORM	O B-date I-date O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
6 people	O	INFORM	B-num_people O 	0
yes	O	AFFIRM	O 	0
8 pm	O	INFORM	B-time I-time 	0
yes	O	AFFIRM	O 	0
yes	O	AFFIRM	O 	0
thank you , bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i want to reserve a table on wednesday at 6 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
sumiko for 5 guests	O	INFORM	B-restaurant_name O B-num_people O 	0
hi ! reserve restaurant friday night at 7.30 pm	RESERVE_RESTAURANT	GREETING	O O O O B-date O O B-time I-time 	1
5 people at ephesus	O	INFORM	B-num_people O O B-restaurant_name 	0
yes that is correct	O	AFFIRM	O O O O 	0
bye	O	GOOD_BYE	O 	0
hello . i want to reserve a restaurant next monday at 6 pm for 2 peopl	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-date I-date O B-time I-time O B-num_people O 	1
pompei	O	INFORM	B-restaurant_name 	0
thank you and goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
please reserve los altos grill restaurant for 3 people for wednesday	RESERVE_RESTAURANT	O	O O B-restaurant_name I-restaurant_name I-restaurant_name O O B-num_people O O B-date 	1
doesn ' t matter	O	INFORM	O O O O 	0
any time	O	INFORM	O O 	0
no	O	NEGATE	O 	0
no	O	NEGATE	O 	0
ok , do it for tonight	O	INFORM	O O O O O B-date 	0
no	O	NEGATE	O 	0
make a reservation for sumiko	O	INFORM	O O O O B-restaurant_name 	0
no	O	NEGATE	O 	0
ok	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
i want to make a reservation at a restaurant	RESERVE_RESTAURANT	O	O O O O O O O O O 	1
what ' s the highest altitude mountain lions hunt at	O	OTHER	O O O O O O O O O O 	0
it will be for 3 people at 5.30 pm	O	INFORM	O O O O B-num_people O O B-time I-time 	0
wednesday at cetrella	O	INFORM	B-date O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
i don ' t want those times	O	NEGATE	O O O O O O O 	0
it ' s for tomorrow	O	INFORM	O O O O B-date 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
okay , thanks	O	THANK_YOU	O O O 	0
i ' d like to make a reservation for 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O O O B-time I-time 	1
yes the time is 7.15 pm	O	AFFIRM	O O O O B-time I-time 	0
party of 2	O	INFORM	O O B-num_people 	0
next monday at oren hummus	O	INFORM	B-date I-date O B-restaurant_name I-restaurant_name 	0
yes the name of the restaurant in oren hummus and the reservation is for next monday	O	AFFIRM	O O O O O O O B-restaurant_name I-restaurant_name O O O O O B-date I-date 	0
thanks ! alright . bye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
hi ! book me a restaurant table	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
book 3 people for 7.15 pm	O	INFORM	O B-num_people O O B-time I-time 	0
do yo have 3 people for 7.15 pm	O	AFFIRM	O O O B-num_people O O B-time I-time 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
book for tomorrow	O	INFORM	O O B-date 	0
yes , tomorrow	O	AFFIRM	O O B-date 	0
the name of the restaurant is los altos grill	O	INFORM	O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
hi , i would like to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
i ' d like it on friday	O	INFORM	O O O O O O B-date 	0
yes , friday	O	AFFIRM	O O B-date 	0
5 people	O	INFORM	B-num_people O 	0
7.15 pm	O	INFORM	B-time I-time 	0
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
please make it for 8 pm	O	AFFIRM	O O O O B-time I-time 	0
thanks . have a good day	O	THANK_YOU+GOOD_BYE	O O O O O O 	0
can you help me find a nearby restaurant	FIND_RESTAURANT	O	O O O O O O O O 	1
yorktown heights would be great	O	INFORM	B-location I-location O O O 	0
french food sounds good , but moderately priced but with good ratings	O	INFORM	B-category O O B-rating O O B-price_range I-price_range O O B-rating O 	0
cascal sounds good	O	AFFIRM	B-restaurant_name O O 	0
reserve restaurant	RESERVE_RESTAURANT	O	O O 	1
there are 6 people and the reservation is tomorrow at 7.15 pm	O	INFORM	O O B-num_people O O O O O B-date O B-time I-time 	0
i do not understand	O	CANT_UNDERSTAND	O O O O 	0
the restaurant is evvia	O	INFORM	O O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
thank you . bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i want to make a 6 pm reservation	RESERVE_RESTAURANT	O	O O O O O B-time I-time O 	1
yes	O	AFFIRM	O 	0
please repeat	O	CANT_UNDERSTAND	O O 	0
tomorrow for 4 people at pompei	O	INFORM	B-date O B-num_people O O B-restaurant_name 	0
thank you . goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
greetings , i would like to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
3 people	O	INFORM	B-num_people O 	0
next monday at 6 pm at sushi boat	O	INFORM	B-date I-date O B-time I-time O B-restaurant_name I-restaurant_name 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
goodbye	O	GOOD_BYE	O 	0
find a restaurant near me	FIND_RESTAURANT	O	O O O O O 	1
i would like an inexpensive indian restaurant near kirkland	O	INFORM	O O O O B-price_range B-category O O B-location 	0
i would like to go to pompei	O	AFFIRM	O O O O O O B-restaurant_name 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
i want to reserve a restaurant for tonight at 7.30 pm	O	INFORM	O O O O O O O B-date O B-time I-time 	0
yeah	O	AFFIRM	O 	0
4 people for sumiko ' s	O	INFORM	B-num_people O O B-restaurant_name O O 	0
no , none of those will work	O	NEGATE	O O O O O O O 	0
how about wednesday	O	INFORM	O O B-date 	0
yeah	O	AFFIRM	O 	0
that ' s correct	O	AFFIRM	O O O O 	0
thanks . see you later	O	THANK_YOU+GOOD_BYE	O O O O O 	0
i want to make a reservation	RESERVE_RESTAURANT	O	O O O O O O 	1
3	O	INFORM	B-num_people 	0
next monday at los altos grill	O	INFORM	B-date I-date O B-restaurant_name I-restaurant_name I-restaurant_name 	0
7.15 pm	O	INFORM	B-time I-time 	0
yes . next monday at los altos grill at 7.15 pm for 3 people	O	AFFIRM	O O B-date I-date O B-restaurant_name I-restaurant_name I-restaurant_name O B-time I-time O B-num_people O 	0
thanks . bye	O	THANK_YOU+GOOD_BYE	O O O 	0
help me find a restaurant to eat at	FIND_RESTAURANT	O	O O O O O O O O 	1
i want a chinese restaurant in middletown , someplace inexpensive and that serves brunch	O	INFORM	O O O B-category O O B-location O O B-price_range O O O B-meal 	0
neither , actually find an italian place instead	O	NEGATE+INFORM	O O O O O B-category O O 	0
ephesus please	O	AFFIRM	B-restaurant_name O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
tonight at 7.15 pm for 5	O	INFORM	B-date O B-time I-time O B-num_people 	0
book a table at evvia	O	INFORM	O O O O B-restaurant_name 	0
yep tonight at 7.15 pm , table for 5 at evvia	O	AFFIRM	O B-date O B-time I-time O O O B-num_people O B-restaurant_name 	0
that ' s it , bye	O	GOOD_BYE	O O O O O O 	0
hello , i want to make restaurant reservations	RESERVE_RESTAURANT	GREETING	O O O O O O O O 	1
tonight please	O	INFORM	B-date O 	0
for 2 people	O	INFORM	O B-num_people O 	0
yes	O	AFFIRM	O 	0
pompei for 8 pm	O	INFORM	B-restaurant_name O B-time I-time 	0
none of those sound good	O	NEGATE	O O O O O 	0
no , are there any other reservations available	O	REQUEST_ALTS	O O O O O O O O 	0
how about for the cheese cake factory	O	INFORM	O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
i don ' t like any of those times	O	NEGATE	O O O O O O O O O 	0
are there any other times	O	REQUEST_ALTS	O O O O O 	0
okay , i ' ll take 6 pm	O	AFFIRM	O O O O O O B-time I-time 	0
goodbye	O	GOOD_BYE	O 	0
find a restaurant in los altos	FIND_RESTAURANT	O	O O O O B-location I-location 	1
i don ' t care what type , but look for moderately priced zagat rated ones	O	INFORM	O O O O O O O O O O O B-price_range I-price_range B-rating I-rating O 	0
nope	O	AFFIRM	O 	0
ok , cetrella it is	O	AFFIRM	O O B-restaurant_name O O 	0
i need a dinner reservation for 6 people at 7.15 pm tonight	RESERVE_RESTAURANT	O	O O O O O O B-num_people O O B-time I-time B-date 	1
evvia	O	INFORM	B-restaurant_name 	0
yes	O	AFFIRM	O 	0
ok	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
i want to reserve a restaurant	RESERVE_RESTAURANT	O	O O O O O O 	1
the name of the restaurant is evvia	O	INFORM	O O O O O O B-restaurant_name 	0
the number of people is 2	O	INFORM	O O O O O B-num_people 	0
i agree , the number of people is 2	O	AFFIRM	O O O O O O O O B-num_people 	0
the date is friday and the time is at 8 pm	O	INFORM	O O O B-date O O O O O B-time I-time 	0
i am unable to understand	O	CANT_UNDERSTAND	O O O O O 	0
yep , the number of people is 2 and the the date is friday and the name of the restaurant is evvia and time is at 8 pm	O	AFFIRM	O O O O O O O B-num_people O O O O O B-date O O O O O O O B-restaurant_name O O O O B-time I-time 	0
thank you	O	THANK_YOU	O O 	0
i need to reserve a table for next monday at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date I-date O B-time I-time 	1
repeat	O	CANT_UNDERSTAND	O 	0
party of 5 at pompei	O	INFORM	O O B-num_people O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
thanks	O	THANK_YOU+GOOD_BYE	O 	0
hi , can you find me a restaurant in redmond	FIND_RESTAURANT	GREETING	O O O O O O O O O B-location 	1
indian , in the expensive range	O	INFORM	B-category O O O B-price_range O 	0
yes , indian , in the expensive range	O	AFFIRM	O O B-category O O O B-price_range O 	0
sakoon sounds good	O	AFFIRM	B-restaurant_name O O 	0
hi ! make a reservation at los altos grill for 5 people next monday at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-num_people O B-date I-date O B-time I-time 	1
no	O	NEGATE	O 	0
i want to make a restaurant reservation for this wednesday , for 4 people at 6 pm	RESERVE_RESTAURANT	O	O O O O O O O O O B-date O O B-num_people O O B-time I-time 	1
amber india	O	INFORM	B-restaurant_name I-restaurant_name 	0
7.30 pm is fine	O	AFFIRM	B-time I-time O O 	0
bye	O	GOOD_BYE	O 	0
hi , i need a table reserved for 4 people next monday at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-num_people O B-date I-date O B-time I-time 	1
cheese cake factory	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
none of those will work	O	NEGATE	O O O O O 	0
what about at sushi boat	O	INFORM	O O O B-restaurant_name I-restaurant_name 	0
no	O	NEGATE	O 	0
make it 8 pm	O	INFORM	O O B-time I-time 	0
yeah	O	AFFIRM	O 	0
none of those are good	O	NEGATE	O O O O O 	0
that works	O	AFFIRM	O O 	0
i didn ' t catch that	O	CANT_UNDERSTAND	O O O O O O 	0
bye	O	GOOD_BYE	O 	0
hi . i need a reservation	RESERVE_RESTAURANT	GREETING	O O O O O O 	1
next monday at cetrella	O	INFORM	B-date I-date O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
8 pm and 3 people	O	INFORM	B-time I-time O B-num_people O 	0
neither	O	NEGATE	O 	0
thanks and bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hello book me a table for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O B-time I-time 	1
there will be 2 people attending	O	INFORM	O O O B-num_people O O 	0
book for tomorrow at oren hummus	O	INFORM	O O B-date O B-restaurant_name I-restaurant_name 	0
what do you mean	O	CANT_UNDERSTAND	O O O O 	0
the restaurant is cetrella	O	INFORM	O O O B-restaurant_name 	0
i don ' t want those times	O	NEGATE	O O O O O O O 	0
ok , make it 6 pm	O	INFORM	O O O O B-time I-time 	0
make reservation for 7.15 pm	RESERVE_RESTAURANT	O	O O O B-time I-time 	1
reservation time is 7.15 pm	O	AFFIRM	O O O B-time I-time 	0
party of 2 , tomorrow and restaurant name is sumiko	O	INFORM	O O B-num_people O B-date O O O O B-restaurant_name 	0
agreed	O	AFFIRM	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hi , i want to reserve a restaurant for tonight at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
yep	O	AFFIRM	O 	0
at cascal for 5 people	O	INFORM	O B-restaurant_name O B-num_people O 	0
no	O	NEGATE	O 	0
sure	O	AFFIRM	O 	0
cool , bye	O	GOOD_BYE	O O O 	0
please find an indian restaurant in orlando for me	FIND_RESTAURANT	O	O O O B-category O O B-location O O 	1
yes , the food type is indian and the location is orlando	O	AFFIRM	O O O O O O B-category O O O O B-location 	0
i will choose cetrella	O	AFFIRM	O O O B-restaurant_name 	0
hi , i need to find an expensive greek restaurant in madison	FIND_RESTAURANT	GREETING	O O O O O O O B-price_range B-category O O B-location 	1
yes , i ' ll take los altos grill	O	AFFIRM	O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
hello , i want to make a reservation for friday at 7.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
for 4 people at sumiko	O	INFORM	O B-num_people O O B-restaurant_name 	0
what about 8 pm	O	INFORM	O O B-time I-time 	0
the date is tomorrow	O	INFORM	O O O B-date 	0
yes that is correct	O	AFFIRM	O O O O 	0
goodbye	O	GOOD_BYE	O 	0
i need at reservation for 4 at ephesus tonight	RESERVE_RESTAURANT	O	O O O O O B-num_people O B-restaurant_name B-date 	1
i really don ' t care	O	INFORM	O O O O O O 	0
no any time is fine	O	INFORM	O O O O O 	0
those times don ' t work	O	NEGATE	O O O O O O 	0
sure	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
i want to reserve a restaurant for 7 pm	RESERVE_RESTAURANT	O	O O O O O O O B-time I-time 	1
there will be 6 people and the restaurant is called amarin	O	INFORM	O O O B-num_people O O O O O O B-restaurant_name 	0
make it for next monday	O	INFORM	O O O B-date I-date 	0
yes next monday at 7 pm at amarin with 6 people is right	O	AFFIRM	O B-date I-date O B-time I-time O B-restaurant_name O B-num_people O O O 	0
thanks	O	THANK_YOU	O 	0
i ' d like to reserve a table	RESERVE_RESTAURANT	O	O O O O O O O O 	1
at 7 pm	O	INFORM	O B-time I-time 	0
this friday	O	INFORM	O B-date 	0
at cetrella	O	INFORM	O B-restaurant_name 	0
5	O	INFORM	B-num_people 	0
sorry , what	O	CANT_UNDERSTAND	O O O 	0
yes	O	AFFIRM	O 	0
let ' s do 7.30 pm	O	AFFIRM	O O O O B-time I-time 	0
bye	O	GOOD_BYE	O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
tonight	O	INFORM	B-date 	0
for 7.15 pm	O	INFORM	O B-time I-time 	0
sushi boat	O	INFORM	B-restaurant_name I-restaurant_name 	0
it is	O	AFFIRM	O O 	0
5	O	INFORM	B-num_people 	0
exactly , tonight at 7.15 pm 5 people sushi boat	O	AFFIRM	O O B-date O B-time I-time B-num_people O B-restaurant_name I-restaurant_name 	0
7.15 pm	O	INFORM	B-time I-time 	0
bye	O	GOOD_BYE	O 	0
hi , i would like to reserve a table at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O 	1
at amarin for 8 pm	O	INFORM	O B-restaurant_name O B-time I-time 	0
i would like to reserve it for tomorrow and it will be 5 people coming	O	INFORM	O O O O O O O B-date O O O O B-num_people O O 	0
yes	O	AFFIRM	O 	0
thank you ! bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i want to make a reservation for a restaurant	RESERVE_RESTAURANT	O	O O O O O O O O O 	1
for wednesday	O	INFORM	O B-date 	0
the number of people is 2 and the time is irrelevant	O	INFORM	O O O O O B-num_people O O O O O 	0
the restaurant name is los altos grill	O	INFORM	O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
none of these will work	O	NEGATE	O O O O O 	0
thank you . bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hi , can you reserve a table at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
i need this wednesday for 3 people	O	INFORM	O O O B-date O B-num_people O 	0
i want to go to sakoon at 6 pm	O	INFORM	O O O O O B-restaurant_name O B-time I-time 	0
7.30 pm is ok	O	AFFIRM	B-time I-time O O 	0
thanks	O	THANK_YOU	O 	0
hi , find expensive restaurants in los altos	FIND_RESTAURANT	GREETING	O O O B-price_range O O B-location I-location 	1
cetrella sounds good	O	AFFIRM	B-restaurant_name O O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
sakoon restaurant at 7.15 pm tonight , for 2 people	O	INFORM	B-restaurant_name O O B-time I-time B-date O O B-num_people O 	0
okay , bye	O	GOOD_BYE	O O O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
it will be for 5	O	INFORM	O O O O B-num_people 	0
at sakoon	O	INFORM	O B-restaurant_name 	0
make it for tomorrow at 5.30 pm	O	INFORM	O O O B-date O B-time I-time 	0
that ' s not going to work	O	NEGATE	O O O O O O O 	0
